Last_Name_Match,First_Name_Match,DCPS_Student_ID_Match,Birthdate_Match,Match_Type,School_Number,School_Name,Grade_Level,Race_Desc,Gender_Code,FRL,Cumulative_GPA,Days_Enrolled,Days_Absent,Referrals,ISSP,OSSP,iReady_Math_BY,iReady_Math_MY,iReady_MAth_EY,iReady_ELA_BY,iReady_ELA_MY,iReady_ELA_EY,Achieve_BY,Achieve_MY,Achieve_EY,Math_Course_1,Math_Grade_1,Math_Course_2,Math_Grade_2,Math_Course_3,Math_Grade_3,Math_Course_4,Math_Grade_4,English_Course_1,English_Grade_1,English_Course_2,English_Grade_2,English_Course_3,English_Grade_3,English_Course_4,English_Grade_4,Science_Course_1,Science_Grade_1,Science_Course_2,Science_Grade_2,Science_Course_3,Science_Grade_3,AFL,After_School,AmeriCorps,BTS,Gear_Up,SEP
Kosta,Kasandra,10003178,04/12/2115,ID,2111,SOUTHSIDE MIDDLE SCHOOL,07,White,F,No,,48,2,0,0,0,Below,Below,Early,,,,App Read,App Read,Meets,MJ GRADE 7 MATH,A,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 2,C,,,,,MJ COMPRE SCI 2,B,,,,,No,No,No,No,Yes,No
Krusemark,Andrew,10003179,08/08/2118,ID,2051,PICKETT ELEMENTARY SCHOOL,03,White,M,No,,48,2,0,0,0,Early,Mid,Mid,Below,Early,Late,Below,App Read,App Text,MATH GRADE 3,B,,,,,,,LANG ARTS GRADE 3,B,,,,,,,SCIENCE GRADE 3,A,,,,,No,Yes,No,No,No,No
Krusemark,Ava,10003180,01/13/2111,ID,2051,PICKETT ELEMENTARY SCHOOL,01,White,F,No,,48,1,0,0,0,Below,Below,Below,Below,Below,Early,,,,MATH GRADE 1,N,,,,,,,LANG ARTS GRADE 1,S,,,,,,,,,,,,,No,Yes,No,No,No,No
Kukic,Sanel,10003181,03/22/2114,ID,2131,ARLINGTON MIDDLE SCHOOL,08,White,M,No,,48,4,0,0,0,,,,,,,Exceeds,Exceeds,Exceeds,ALG 1 HON,A,,,,,,,MJ LANG ARTS 3 ADV,A,,,,,,,MJ COMPRE SCI 3 ADV,A,,,,,No,No,No,No,No,Yes
Kumalo,Msizi,10003182,08/07/2116,ID,2621,ANDREW A ROBINSON ELEMENTARY SCHOOL,05,Black,F,No,,48,4,0,0,0,Mid,Mid,Mid,Below,Early,Early,App Read,App Text,App Text,MATH GRADE 5,A,,,,,,,LANG ARTS GRADE 5,B,,,,,,,SCIENCE GRADE 5,A,,,,,No,Yes,No,No,No,No
Kuntz,Dylan,10003183,01/15/2112,ID,0291,THE BRIDGE,08,White,M,No,,48,9,1,0,1,Below,,,,,,App Read,App Read,App Read,ALG 1-B,C,,,,,,,ENG 1,C,MJ INTENS READ (MC),C,,,,,PHY SCI,B,,,,,No,No,No,Yes,No,No
Kunz,Ryann,10003184,02/15/2115,ID,2131,ARLINGTON MIDDLE SCHOOL,07,White,F,No,,48,4,0,0,0,Early,Early,Early,,,,App Read,App Text,App Text,MJ GRADE 7 MATH ADV,A,,,,,,,MJ LANG ARTS 2 ADV,A,,,,,,,MJ COMPRE SCI 2 ADV,A,,,,,Yes,No,No,No,No,Yes
Kuol,Ajah,10003185,12/27/2114,ID,2111,SOUTHSIDE MIDDLE SCHOOL,07,Black,F,No,,48,8,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 7 MATH ADV,C,,,,,,,MJ JOURN 1,B,MJ LANG ARTS 2 ADV,A,,,,,MJ COMPRE SCI 2 ADV,B,,,,,No,No,No,No,Yes,No
Kuykendall,Hunter,10003186,02/14/2114,ID,2191,JOSEPH STILWELL MIDDLE SCHOOL,07,White,M,No,,48,3,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 7 MATH,F,,,,,,,MJ INTENS READ (MC),F,MJ LANG ARTS 2,D,,,,,MJ COMPRE SCI 2,F,,,,,Yes,No,No,No,No,No
Kwaak,Hannah,10003187,11/21/2114,ID,0691,LAKE SHORE MIDDLE SCHOOL,07,White,F,No,,48,1,0,0,0,Below,Below,Early,,,,App Read,App Read,App Read,MJ GRADE 7 MATH,B,,,,,,,MJ INTENS READ (MC),A,MJ LANG ARTS 2,A,,,,,MJ COMPRE SCI 2,A,,,,,No,Yes,No,No,Yes,No
Kwasniewski,Cheyenne,10003188,05/28/2115,ID,0691,LAKE SHORE MIDDLE SCHOOL,07,White,F,No,,48,0,0,0,0,Below,Below,Early,,,,App Read,App Read,App Text,MJ GRADE 7 MATH ADV,B,,,,,,,MJ LANG ARTS 2 ADV,A,,,,,,,MJ COMPRE SCI 2 ADV,B,,,,,No,Yes,No,No,No,No
Kyles,Jarod,10003189,06/02/2112,ID,2161,JEFFERSON DAVIS MIDDLE SCHOOL,08,Multi,M,No,,48,4,0,0,0,Below,Below,Below,,,,Below,App Read,App Read,MJ GRADE 8 PRE-ALG,C,,,,,,,MJ INTENS READ (MC),B,MJ LANG ARTS 3,B,,,,,MJ COMPRE SCI 3,C,,,,,Yes,No,No,No,No,No
Kyles,Taylor,10003190,06/28/2116,ID,1561,YWLAYMLA,06,Black,F,No,,48,0,0,0,0,Below,Early,Mid,,,,Below,App Read,App Read,MJ GRADE 6 MATH ADV,B,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 1,B,,,,,MJ COMPRE SCI 1 ADV,B,,,,,Yes,No,No,No,No,No
LABOMBARD,KASSIDY,10003191,01/04/2111,ID,2211,NORMANDY VILLAGE ELEMENTARY SCHOOL,02,White,F,No,,48,0,0,0,0,Below,Below,Mid,Below,Below,Below,,,,MATH GRADE 2,A,,,,,,,LANG ARTS GRADE 2,B,,,,,,,SCIENCE GRADE 2,S,,,,,No,No,Yes,No,No,No
Labombard,Riley,10003192,04/11/2117,ID,2211,NORMANDY VILLAGE ELEMENTARY SCHOOL,05,White,M,No,,48,0,2,0,0,Below,Below,Below,Below,Below,Below,App Read,App Read,App Read,MATH GRADE 5,B,,,,,,,LANG ARTS GRADE 5,C,,,,,,,SCIENCE GRADE 5,B,,,,,No,No,Yes,No,No,No
Lafrance,Britney,10003193,06/18/2112,ID,0861,TERRY PARKER HIGH SCHOOL,09,Black,F,No,2.50,48,1,0,0,0,,,,,,,Below,Below,Below,ALG 1-A,C,,,,,,,ENG 1,C,INTENS READ,B,,,,,ERTHSPA SCI,C,,,,,No,No,No,No,No,Yes
Laguerre,Albert,10003194,08/08/2116,ID,2131,ARLINGTON MIDDLE SCHOOL,06,Black,M,No,,48,1,0,0,0,Below,Below,,,,,Below,App Read,App Read,MJ GRADE 6 MATH,A,,,,,,,MJ INTENS READ (MC),A,MJ LANG ARTS 1,B,,,,,MJ COMPRE SCI 1,B,,,,,No,Yes,No,No,No,No
Lakes,Fourtney,10003195,08/13/2113,ID,0291,THE BRIDGE,08,Black,F,No,,48,4,0,0,0,Below,Below,Below,,,,Below,Below,Below,ALG 1-A,A,,,,,,,ENG 1,C,,,,,,,PHY SCI,C,,,,,No,No,No,Yes,No,No
Lamb,Robert,10003196,11/27/2113,ID,2121,JEAN RIBAULT MIDDLE SCHOOL,07,Black,M,No,,48,4,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 7 MATH,B,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 2,C,,,,,MJ COMPRE SCI 2,C,,,,,Yes,Yes,No,No,Yes,No
Lambert,Da'Jae,10003197,12/07/2115,ID,,,,,,,,,,,,,Below,,,,,,App Read,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,No,No,No
Lambert,Travis,10003198,07/23/2113,ID,0291,THE BRIDGE,08,White,M,No,,48,3,1,0,0,Below,Below,Below,,,,Meets,Meets,Meets,MJ GRADE 8 PRE-ALG,F,,,,,,,MJ LANG ARTS 3,A,,,,,,,MJ COMPRE SCI 3,A,,,,,No,No,No,Yes,No,No
Lamboy,Tonie,10003199,07/11/2118,ID,1161,SADIE T TILLIS ELEMENTARY  SCHOOL,03,Multi,F,No,,48,1,0,0,0,Below,Below,Early,Early,Early,Early,App Read,App Text,App Text,MATH GRADE 3,C,,,,,,,LANG ARTS GRADE 3,B,,,,,,,SCIENCE GRADE 3,A,,,,,No,Yes,No,No,No,No
Lamere,Brennen,10003200,01/21/2115,ID,2541,MAYPORT MIDDLE SCHOOL,06,White,M,No,,48,0,1,1,0,Below,Below,Below,,,,Below,Below,Below,MJ GRADE 6 MATH,B,,,,,,,MJ INTENS READ (MC),A,MJ LANG ARTS 1,B,,,,,MJ COMPRE SCI 1,A,,,,,No,Yes,No,No,No,No
Lamon,Jasmon,10003201,12/28/1888,ID,0861,TERRY PARKER HIGH SCHOOL,12,Black,F,Yes,2.70,48,20,0,0,0,,,,,,,Below,App Read,Below,MATH COLL READINESS,A,,,,,,,ENG 4 FL COLL PREP,B,,,,,,,,,,,,,No,No,No,No,No,Yes
Lampkins,Lavoria,10003202,08/07/2117,ID,0741,LAKE FOREST ELEMENTARY SCHOOL,05,Black,F,No,,48,0,0,0,0,Below,Below,Below,Below,Below,Below,Below,Below,App Read,MATH GRADE 5,C,,,,,,,LANG ARTS GRADE 5,C,,,,,,,SCIENCE GRADE 5,C,,,,,No,Yes,No,No,No,Yes
Lance,Casaan,10003203,11/23/2111,ID,1161,SADIE T TILLIS ELEMENTARY  SCHOOL,01,Black,M,No,,48,7,0,0,0,Below,Below,Below,Below,Below,Below,,,,MATH GRADE 1,S,,,,,,,LANG ARTS GRADE 1,S,,,,,,,,,,,,,No,Yes,No,No,No,No
Lance,Johnniya,10003204,11/28/2111,ID,2801,FRANK H PETERSON ACADEMIES,11,Black,F,No,3.40,48,4,0,0,0,,,,,,,Exceeds,Exceeds,Exceeds,AP CALCULUS AB,A,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,Yes
Lance,Jolena,10003205,08/02/2115,ID,0701,NORTH SHORE ELEMENTARY,05,Black,F,No,,48,0,0,0,0,Below,Below,Below,Below,Early,Below,App Read,App Read,App Text,MATH GRADE 5,B,,,,,,,LANG ARTS GRADE 5,A,,,,,,,SCIENCE GRADE 5,B,,,,,No,Yes,No,No,No,No
Landers,Corey,10003206,07/26/2113,ID,2381,FORT CAROLINE MIDDLE SCHOOL,08,Black,F,No,,48,4,0,0,0,,,,,,,App Read,App Read,App Read,ALG 1 HON,C,,,,,,,MJ LANG ARTS 3,B,,,,,,,MJ COMPRE SCI 3,A,,,,,Yes,No,No,No,No,No
Landrum,Angel,10003207,01/06/2115,ID,2121,JEAN RIBAULT MIDDLE SCHOOL,07,Black,F,No,,48,3,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 7 MATH,C,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 2,C,,,,,MJ COMPRE SCI 2,C,,,,,Yes,No,No,No,No,No
Landry,Gavin,10003208,04/18/2113,ID,2072,J E B STUART MIDDLE SCHOOL,08,White,M,No,,48,6,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 8 PRE-ALG,C,,,,,,,MJ LANG ARTS 2,D,MJ LANG ARTS 3,F,,,,,MJ COMPRE SCI 3,C,,,,,Yes,Yes,No,No,No,No
Lane,Antonio,10003209,3/17/1888,ID,0291,THE BRIDGE,12,Black,M,Yes,2.32,48,4,0,0,0,,,,,,,Below,Below,Below,MATH COLL READINESS,A,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,No,No
Lane,Ashanti,10003210,08/02/2116,ID,2131,ARLINGTON MIDDLE SCHOOL,06,Black,F,No,,48,4,1,0,0,Below,Below,,,,,,Meets,,MJ GRADE 6 MATH,A,,,,,,,MJ INTENS READ (MC),B,MJ LANG ARTS 1,B,,,,,MJ COMPRE SCI 1,C,,,,,No,Yes,No,No,No,No
Lane,Jahmela,10003211,02/07/2111,ID,0961,JEAN RIBAULT HIGH SCHOOL,11,Black,F,No,3.04,48,3,0,0,0,,,,,,,,,,GEO,A,INTENS MATH,A,,,,,ENG 3,A,,,,,,,BIO 1,A,,,,,No,No,No,No,No,Yes
Laney,Stephen,10003212,8/14/1888,ID,0291,THE BRIDGE,10,Black,M,No,1.31,48,41,0,0,0,,,,,,,Below,Below,,ALG 2,F,GEO,F,,,,,ENG 2,F,ENG 3,F,INTENS READ,F,,,BIO 1,D,,,,,No,No,No,Yes,No,No
Lang,Carnisha,10003213,02/26/2115,ID,1461,MATTHEW W GILBERT MIDDLE SCHOOL,06,Black,F,No,,48,3,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 6 MATH,C,,,,,,,MJ LANG ARTS 1,B,,,,,,,MJ COMPRE SCI 1,B,,,,,Yes,No,No,No,No,No
Lang,Kayla,10003214,01/08/2114,ID,1461,MATTHEW W GILBERT MIDDLE SCHOOL,07,White,F,No,,48,11,1,1,0,Below,Below,Below,,,,Below,Below,Below,MJ GRADE 7 MATH ADV,C,,,,,,,MJ INTENS READ (MC),B,MJ LANG ARTS 2,C,,,,,MJ COMPRE SCI 2,B,,,,,No,No,No,No,Yes,No
Lang,Laserrio,10003215,11/11/2115,ID,2121,JEAN RIBAULT MIDDLE SCHOOL,06,Black,M,No,,48,9,0,0,0,Below,,,,,,Below,Below,App Read,MJ GRADE 6 MATH,C,,,,,,,MJ INTENS READ (MC),D,MJ LANG ARTS 1,B,,,,,MJ COMPRE SCI 1,C,,,,,Yes,No,No,No,No,No
Lanham,Kira,10003216,12/13/2115,ID,2541,MAYPORT MIDDLE SCHOOL,06,White,F,No,,48,3,0,0,0,Mid,,Mid,,,,Exceeds,Exceeds,Exceeds,MJ GRADE 8 PRE-ALG,A,,,,,,,MJ LANG ARTS 1 ADV,A,,,,,,,MJ COMPRE SCI 1 ADV,A,,,,,No,Yes,No,No,No,No
Largey,Jonna,10003217,02/24/2116,ID,2131,ARLINGTON MIDDLE SCHOOL,06,White,F,No,,48,0,1,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 6 MATH,B,,,,,,,MJ INTENS READ (MC),A,MJ LANG ARTS 1,B,,,,,MJ COMPRE SCI 1,B,,,,,Yes,No,No,No,No,No
Larkins,Damaris,10003218,08/25/2116,ID,2121,JEAN RIBAULT MIDDLE SCHOOL,06,Black,M,No,,48,6,1,1,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 6 MATH,C,,,,,,,MJ LANG ARTS 1,B,,,,,,,MJ COMPRE SCI 1,C,,,,,Yes,No,No,No,No,No
Larson,Nathan,10003219,08/27/2114,ID,2541,MAYPORT MIDDLE SCHOOL,07,White,M,No,,48,5,0,0,0,,,,,,,Exceeds,Exceeds,Exceeds,ALG 1 HON,B,,,,,,,MJ LANG ARTS 2 ADV,A,,,,,,,MJ COMPRE SCI 2 ADV,A,,,,,No,Yes,No,No,No,No
LARUE,TALIA,10003220,07/23/2114,ID,2131,ARLINGTON MIDDLE SCHOOL,08,White,F,No,,34,0,0,0,0,Below,,Below,,,,App Read,,App Read,MJ GRADE 8 PRE-ALG,B,,,,,,,MJ INTENS READ (MC),A,MJ LANG ARTS 3,A,,,,,MJ COMPRE SCI 3,A,,,,,No,No,No,No,No,Yes
Laster,India,10003221,08/01/2114,ID,2131,ARLINGTON MIDDLE SCHOOL,06,Black,F,No,,48,13,1,0,3,Below,Below,Below,,,,Below,Below,Below,MJ GRADE 6 MATH,B,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 1,C,,,,,MJ COMPRE SCI 1,B,,,,,No,Yes,No,No,No,No
Laster,Jaydon,10003222,02/15/2115,ID,2131,ARLINGTON MIDDLE SCHOOL,06,Hispanic,M,No,,48,1,0,0,0,Below,Below,,,,,App Read,App Read,App Read,MJ GRADE 6 MATH,A,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 1,B,,,,,MJ COMPRE SCI 1,C,,,,,Yes,No,No,No,No,No
Laster,Travis,10003223,05/25/2114,ID,2441,HIGHLANDS MIDDLE SCHOOL,08,Black,M,No,,48,13,3,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 8 PRE-ALG,F,,,,,,,MJ INTENS READ (MC),B,MJ LANG ARTS 3,F,,,,,MJ COMPRE SCI 3,C,,,,,No,Yes,No,No,No,No
Latibeaudere,Kj,10003224,11/28/2111,ID,0291,THE BRIDGE,10,Black,M,No,1.58,48,17,2,0,0,,,,,,,Below,Below,,ALG 1,F,,,,,,,ENG 2,D,ENG 3,D,INTENS READ,C,,,BIO 1,C,MARINE SCI 1,B,,,No,No,No,Yes,No,No
Latimer,Da'vahn,10003225,08/02/2116,ID,1661,CARTER G WOODSON ELEM SCHOOL,05,Black,M,No,,48,0,0,0,0,Below,Below,Below,Below,Below,Below,Below,Below,Below,MATH GRADE 5,D,,,,,,,LANG ARTS GRADE 5,D,,,,,,,SCIENCE GRADE 5,C,,,,,No,Yes,No,No,No,No
Laurent,Abigail,10003226,12/07/2114,ID,2191,JOSEPH STILWELL MIDDLE SCHOOL,07,Black,F,No,,48,1,1,0,0,Early,Below,Mid,,,,App Read,App Read,App Read,MJ GRADE 7 MATH ADV,A,,,,,,,MJ LANG ARTS 2 ADV,D,,,,,,,MJ COMPRE SCI 2 ADV,C,,,,,Yes,No,No,No,No,No
Lavant,Dayanna,10003227,11/14/2115,ID,2072,J E B STUART MIDDLE SCHOOL,06,Black,F,No,,48,3,0,0,0,Below,Below,Early,,,,App Read,App Read,App Read,MJ GRADE 6 MATH ADV,C,,,,,,,MJ LANG ARTS 1,C,,,,,,,MJ COMPRE SCI 1,C,,,,,Yes,No,No,No,No,No
Lawal,Modinat,10003228,04/27/2118,ID,1161,SADIE T TILLIS ELEMENTARY  SCHOOL,03,Black,F,No,,48,0,0,0,0,Early,Mid,Mid,Below,Early,Early,App Text,Meets,Meets,MATH GRADE 3,C,,,,,,,LANG ARTS GRADE 3,B,,,,,,,SCIENCE GRADE 3,A,,,,,No,Yes,No,No,No,No
Lawal,Nimotalahi,10003229,01/06/2117,ID,1161,SADIE T TILLIS ELEMENTARY  SCHOOL,05,Black,F,No,,48,0,0,0,0,Early,Below,Late,Below,Early,,App Read,App Text,App Text,MATH GRADE 5,A,,,,,,,LANG ARTS GRADE 5,B,,,,,,,SCIENCE GRADE 5,A,,,,,No,Yes,No,No,No,No
Lawendowski,Alyson,10003230,02/21/2116,ID,2541,MAYPORT MIDDLE SCHOOL,06,White,F,No,,48,1,0,0,0,Below,,Early,,,,App Read,App Read,App Read,MJ GRADE 6 MATH ADV,B,,,,,,,MJ CREATIVE WRIT 1,A,MJ LANG ARTS 1 ADV,C,,,,,MJ COMPRE SCI 1 ADV,B,,,,,No,Yes,No,No,No,No
Lawrence,Chaise,10003231,07/18/2118,ID,0891,WOODLAND ACRES ELEMENTARY SCHL,03,Black,M,No,,48,10,2,0,0,Below,Below,Below,Below,Early,Early,App Read,App Read,App Read,MATH GRADE 3,C,,,,,,,LANG ARTS GRADE 3,C,,,,,,,SCIENCE GRADE 3,B,,,,,No,Yes,No,No,No,No
Lawrence-Scott,Ja'kari,10003232,11/08/2114,ID,2121,JEAN RIBAULT MIDDLE SCHOOL,07,Black,M,No,,48,5,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 7 MATH,C,,,,,,,MJ INTENS READ (MC),B,MJ LANG ARTS 2,C,,,,,MJ COMPRE SCI 2,B,,,,,Yes,No,No,No,Yes,No
Lawson,Brendan,10003233,01/23/2116,ID,2191,JOSEPH STILWELL MIDDLE SCHOOL,06,White,M,No,,48,3,0,0,0,Below,Early,Early,,,,Meets,Meets,Exceeds,MJ GRADE 6 MATH,D,,,,,,,MJ LANG ARTS 1 ADV,C,,,,,,,MJ COMPRE SCI 1 ADV,C,,,,,Yes,Yes,No,No,No,No
Lawson,Diavian,10003234,08/08/2114,ID,2131,ARLINGTON MIDDLE SCHOOL,07,Black,F,No,,48,4,2,0,0,Below,Below,Below,,,,Below,App Read,App Read,MJ GRADE 7 MATH,A,,,,,,,MJ INTENS READ (MC),A,MJ LANG ARTS 2,A,,,,,MJ COMPRE SCI 2,A,,,,,Yes,Yes,No,No,No,No
Lawson,Julian,10003235,02/18/2118,ID,2051,PICKETT ELEMENTARY SCHOOL,04,White,M,No,,48,9,0,0,0,Early,Early,Early,Early,Early,Early,App Read,App Text,Meets,MATH GRADE 4,C,,,,,,,LANG ARTS GRADE 4,B,,,,,,,SCIENCE GRADE 4,B,,,,,No,Yes,No,No,No,No
Lawson,Travion,10003236,08/27/2114,ID,2131,ARLINGTON MIDDLE SCHOOL,07,Black,M,No,,48,2,6,1,1,Below,Below,,,,,App Read,App Read,App Read,MJ GRADE 7 MATH,D,,,,,,,MJ INTENS READ (MC),D,MJ LANG ARTS 2,D,,,,,MJ COMPRE SCI 2,C,,,,,Yes,Yes,No,No,Yes,No
Lawton,Robert,10003237,11/14/2113,ID,2191,JOSEPH STILWELL MIDDLE SCHOOL,06,Black,M,No,,48,4,1,0,1,Below,Below,Early,,,,Below,Below,App Read,MJ GRADE 6 MATH,A,,,,,,,MJ LANG ARTS 1 ADV,D,,,,,,,MJ COMPRE SCI 1,D,,,,,No,Yes,No,No,No,No
Layne,Ny'india,10003238,11/08/2114,ID,2161,JEFFERSON DAVIS MIDDLE SCHOOL,07,Black,F,No,,48,11,0,0,0,Below,Below,Below,,,,Below,Below,,MJ GRADE 7 MATH,B,,,,,,,MJ INTENS READ (MC),A,MJ LANG ARTS 2,B,,,,,MJ COMPRE SCI 2,B,,,,,Yes,No,No,No,Yes,No
Layton,Emonie,10003239,12/08/2118,ID,0891,WOODLAND ACRES ELEMENTARY SCHL,03,Black,F,No,,48,2,0,0,0,Below,Below,Mid,Early,Early,Mid,Below,App Read,App Read,MATH GRADE 3,D,,,,,,,LANG ARTS GRADE 3,C,,,,,,,SCIENCE GRADE 3,B,,,,,No,Yes,No,No,No,No
Le,Stephanie,10003240,12/31/2112,ID,2161,JEFFERSON DAVIS MIDDLE SCHOOL,08,Hispanic,F,Yes,,48,8,0,0,0,Below,Below,Below,,,,Below,Below,,MJ GRADE 8 PRE-ALG,B,,,,,,,MJ LANG ARTS 3,B,,,,,,,MJ COMPRE SCI 3,B,,,,,No,Yes,No,No,No,No
Leath,Ja'kyhai,10003241,11/18/2113,ID,2131,ARLINGTON MIDDLE SCHOOL,06,Black,F,No,,48,1,3,0,1,Below,Below,Below,,,,Below,Below,Below,MJ GRADE 6 MATH,C,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 1,C,,,,,MJ COMPRE SCI 1,B,,,,,No,Yes,No,No,No,No
Leath,Ramiaya,10003242,01/16/2112,ID,0291,THE BRIDGE,08,Black,F,No,,48,11,5,0,1,Below,Below,,,,,Below,App Read,App Read,ALG 1-A,A,,,,,,,ENG 1,A,MJ CREATIVE WRIT 1,B,,,,,PHY SCI,C,,,,,No,No,No,Yes,No,No
Lebron,Jasmine,10003243,03/23/2114,ID,2191,JOSEPH STILWELL MIDDLE SCHOOL,08,Hispanic,F,No,,48,0,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 8 PRE-ALG,B,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 3,C,,,,,MJ COMPRE SCI 3,B,,,,,No,Yes,No,No,No,No
Lee,Allen,10003244,12/21/2115,ID,2191,JOSEPH STILWELL MIDDLE SCHOOL,06,Black,M,No,,48,5,1,1,1,Below,Below,Mid,,,,App Read,App Read,App Read,MJ GRADE 6 MATH,C,,,,,,,MJ LANG ARTS 1 ADV,D,,,,,,,MJ COMPRE SCI 1 ADV,C,,,,,Yes,Yes,Yes,No,No,No
Lee,Alton,10003245,11/11/2113,ID,1551,NORTHWESTERN MIDDLE SCHOOL,07,Black,M,No,,48,8,0,0,0,Below,Below,Below,,,,App Read,App Read,,MJ GRADE 7 MATH,D,,,,,,,MJ INTENS READ (MC),B,MJ LANG ARTS 2,B,,,,,MJ COMPRE SCI 2 ADV,A,,,,,Yes,Yes,No,No,Yes,No
Lee,Austin,10003246,08/11/2115,ID,1461,MATTHEW W GILBERT MIDDLE SCHOOL,06,Black,M,No,,48,6,0,0,0,Below,Below,Below,,,,,App Read,App Read,MJ GRADE 6 MATH,B,,,,,,,MJ INTENS READ (MC),B,MJ LANG ARTS 1,C,,,,,MJ COMPRE SCI 1,F,,,,,No,Yes,No,No,No,No
Lee,Calise,10003247,08/01/2116,ID,2441,HIGHLANDS MIDDLE SCHOOL,06,Black,F,No,,48,6,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 6 MATH ADV,C,,,,,,,MJ LANG ARTS 1 ADV,C,,,,,,,MJ COMPRE SCI 1,C,,,,,Yes,Yes,No,No,No,No
Lee,Chanice,10003248,07/17/2113,ID,2191,JOSEPH STILWELL MIDDLE SCHOOL,08,Black,F,No,,48,3,0,0,0,Below,Below,Below,,,,Below,Below,Below,MJ GRADE 8 PRE-ALG,C,,,,,,,MJ INTENS READ (MC),D,MJ LANG ARTS 3,C,,,,,MJ COMPRE SCI 3,A,,,,,Yes,Yes,No,No,No,No
Lee,Claren,10003249,11/21/2118,ID,1542,JOHN E FORD K-8 SCHOOL,03,Black,F,No,,48,3,0,0,0,Below,Below,Early,Below,Below,Early,Meets,Meets,,MATH GRADE 3,S,,,,,,,LANG ARTS GRADE 3,S,,,,,,,SCIENCE GRADE 3,S,,,,,No,No,No,No,No,Yes
Lee,Clarence,10003250,11/17/2114,ID,1542,JOHN E FORD K-8 SCHOOL,07,Black,M,No,,48,3,2,0,0,Below,Below,Early,,,,App Read,App Read,App Read,MJ GRADE 7 MATH,C,MJ INTENS MATH (MC),B,,,,,MJ LANG ARTS 2,B,,,,,,,MJ COMPRE SCI 2,A,,,,,No,No,No,No,No,Yes
Lee,Davarius,10003251,11/07/2115,ID,2441,HIGHLANDS MIDDLE SCHOOL,06,Black,M,No,,48,6,0,0,0,Early,Mid,Mid,,,,Meets,Meets,Exceeds,MJ GRADE 6 MATH ADV,A,,,,,,,MJ LANG ARTS 1 ADV,C,,,,,,,MJ COMPRE SCI 1 ADV,B,,,,,No,Yes,No,No,No,No
Lee,Denise,10003252,07/28/2113,ID,0291,THE BRIDGE,08,Black,F,No,,48,0,0,0,0,Below,,Below,,,,App Read,App Read,App Read,MJ GRADE 8 PRE-ALG,B,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 3,B,,,,,MJ COMPRE SCI 3,C,,,,,No,No,No,Yes,No,No
Lee,D'Marqis,10003253,07/12/2114,ID,1551,NORTHWESTERN MIDDLE SCHOOL,07,Black,M,No,,48,5,3,1,1,Below,Below,Below,,,,Below,Below,App Read,MJ GRADE 7 MATH,B,,,,,,,MJ INTENS READ (MC),A,MJ LANG ARTS 2,D,,,,,MJ COMPRE SCI 2,A,,,,,No,Yes,No,No,No,No
Lee,Duane,10003254,05/28/2114,ID,0691,LAKE SHORE MIDDLE SCHOOL,07,Multi,M,No,,48,0,2,0,0,Below,,Below,,,,App Read,Below,Below,MJ GRADE 7 MATH,A,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 2,D,,,,,MJ COMPRE SCI 2,A,,,,,No,Yes,No,No,No,No
Lee,Jamari,10003255,11/11/2114,ID,2541,MAYPORT MIDDLE SCHOOL,07,Black,M,No,,48,0,1,0,0,Early,Early,Mid,,,,Exceeds,Exceeds,Exceeds,MJ GRADE 8 PRE-ALG,B,,,,,,,MJ LANG ARTS 2 ADV,A,,,,,,,MJ COMPRE SCI 2 ADV,B,,,,,No,Yes,No,No,No,No
